idx,n_lines,wl,A,E,g,delta_p,max_abs_delta_p
"[1, 2, 3, 6]",4,"[336.261, 342.50800000000004, 344.15000000000003, 384.802]","[0.934, 0.652, 0.56, 0.466]","[3.7153297365999993, 3.6481090203999997, 3.6308435655999998, 3.2210028796]","[5.0, 7.0, 5.0, 7.0]","[0.02254259370365347, 0.014561754666441717, 0.007654044305618418, -0.04475839267571374]",0.04475839267571374
"[1, 2, 4, 5]",4,"[336.261, 342.50800000000004, 345.366, 346.22]","[0.934, 0.652, 0.266, 0.54]","[3.7153297365999993, 3.6481090203999997, 3.6181566921999995, 3.5799373775999994]","[5.0, 7.0, 9.0, 11.0]","[0.009444233627797838, 0.0014912203362199006, -0.0011993066103365424, -0.009736147353681335]",0.009736147353681335
"[1, 2, 4, 6]",4,"[336.261, 342.50800000000004, 345.366, 384.802]","[0.934, 0.652, 0.266, 0.466]","[3.7153297365999993, 3.6481090203999997, 3.6181566921999995, 3.2210028796]","[5.0, 7.0, 9.0, 7.0]","[0.023607853786159372, 0.015460414837513203, 0.006150770489524449, -0.045219039113197135]",0.045219039113197135
"[1, 2, 5, 6]",4,"[336.261, 342.50800000000004, 346.22, 384.802]","[0.934, 0.652, 0.54, 0.466]","[3.7153297365999993, 3.6481090203999997, 3.5799373775999994, 3.2210028796]","[5.0, 7.0, 11.0, 7.0]","[0.018583752430248984, 0.011997854167945882, 0.006368535467951519, -0.03695014206614641]",0.03695014206614641
"[1, 3, 4, 5]",4,"[336.261, 344.15000000000003, 345.366, 346.22]","[0.934, 0.56, 0.266, 0.54]","[3.7153297365999993, 3.6308435655999998, 3.6181566921999995, 3.5799373775999994]","[5.0, 5.0, 9.0, 11.0]","[0.011026745883073286, -7.70208948471518e-05, -0.0010060473149761107, -0.009943677673250051]",0.011026745883073286
"[1, 3, 4, 6]",4,"[336.261, 344.15000000000003, 345.366, 384.802]","[0.934, 0.56, 0.266, 0.466]","[3.7153297365999993, 3.6308435655999998, 3.6181566921999995, 3.2210028796]","[5.0, 5.0, 9.0, 7.0]","[0.028843734870885873, 0.010734828309224842, 0.008251041049104457, -0.04782960422921517]",0.04782960422921517
"[1, 3, 5, 6]",4,"[336.261, 344.15000000000003, 346.22, 384.802]","[0.934, 0.56, 0.54, 0.466]","[3.7153297365999993, 3.6308435655999998, 3.5799373775999994, 3.2210028796]","[5.0, 5.0, 11.0, 7.0]","[0.02178816297575556, 0.007848281977111182, 0.009107352688064674, -0.03874379764093158]",0.03874379764093158
"[1, 4, 5, 6]",4,"[336.261, 345.366, 346.22, 384.802]","[0.934, 0.266, 0.54, 0.466]","[3.7153297365999993, 3.6181566921999995, 3.5799373775999994, 3.2210028796]","[5.0, 9.0, 11.0, 7.0]","[0.022714165908194417, 0.006360272004499706, 0.009975028166903377, -0.03904946607959736]",0.03904946607959736
"[2, 3, 4, 5]",4,"[342.50800000000004, 344.15000000000003, 345.366, 346.22]","[0.652, 0.56, 0.266, 0.54]","[3.6481090203999997, 3.6308435655999998, 3.6181566921999995, 3.5799373775999994]","[7.0, 5.0, 9.0, 11.0]","[0.004660844209692427, 0.0014442005289740933, 0.000320302776792486, -0.006425347515458979]",0.006425347515458979
"[2, 3, 4, 6]",4,"[342.50800000000004, 344.15000000000003, 345.366, 384.802]","[0.652, 0.56, 0.266, 0.466]","[3.6481090203999997, 3.6308435655999998, 3.6181566921999995, 3.2210028796]","[7.0, 5.0, 9.0, 7.0]","[0.022353138878717427, 0.01232495475847628, 0.009638953393328958, -0.044317047030522694]",0.044317047030522694
"[2, 3, 5, 6]",4,"[342.50800000000004, 344.15000000000003, 346.22, 384.802]","[0.652, 0.56, 0.54, 0.466]","[3.6481090203999997, 3.6308435655999998, 3.5799373775999994, 3.2210028796]","[7.0, 5.0, 11.0, 7.0]","[0.016240670924998285, 0.008852440623452779, 0.01143856765529594, -0.03653167920374706]",0.03653167920374706
