idx,n_lines,wl,A,E,g,delta_p,max_abs_delta_p
"[0, 1, 3, 4]",4,"[219.554, 289.48400000000004, 307.76, 325.43100000000004]","[0.714, 1.66, 1.24, 0.6]","[5.6450982733999995, 6.0419408962, 5.5690179464, 5.5690179464]","[3.0, 7.0, 7.0, 7.0]","[-0.004777496810352527, 0.04763871674141701, -0.029405405471396084, -0.013455814459668203]",0.04763871674141701
"[0, 1, 3, 5]",4,"[219.554, 289.48400000000004, 307.76, 622.187]","[0.714, 1.66, 1.24, 0.099]","[5.6450982733999995, 6.0419408962, 5.5690179464, 3.5338217767999995]","[3.0, 7.0, 7.0, 3.0]","[0.005357712956068961, 0.07951539215444897, 0.001305247382711261, -0.08617835249322922]",0.08617835249322922
"[0, 1, 4, 5]",4,"[219.554, 289.48400000000004, 325.43100000000004, 622.187]","[0.714, 1.66, 0.6, 0.099]","[5.6450982733999995, 6.0419408962, 5.5690179464, 3.5338217767999995]","[3.0, 7.0, 7.0, 3.0]","[0.007129131146817597, 0.10382844844323297, 0.001010290047488649, -0.11196786963753913]",0.11196786963753913
"[0, 2, 3, 4]",4,"[219.554, 291.139, 307.76, 325.43100000000004]","[0.714, 2.42, 1.24, 0.6]","[5.6450982733999995, 6.017596183399999, 5.5690179464, 5.5690179464]","[3.0, 9.0, 7.0, 7.0]","[-0.006427359761619303, 0.05228519769157258, -0.03146126779733871, -0.014396570132614667]",0.05228519769157258
"[0, 2, 3, 5]",4,"[219.554, 291.139, 307.76, 622.187]","[0.714, 2.42, 1.24, 0.099]","[5.6450982733999995, 6.017596183399999, 5.5690179464, 3.5338217767999995]","[3.0, 9.0, 7.0, 3.0]","[-0.0009988777689381306, 0.08515437799355963, -0.015077246225051077, -0.06907825399957024]",0.08515437799355963
"[0, 2, 4, 5]",4,"[219.554, 291.139, 325.43100000000004, 622.187]","[0.714, 2.42, 0.6, 0.099]","[5.6450982733999995, 6.017596183399999, 5.5690179464, 3.5338217767999995]","[3.0, 9.0, 7.0, 3.0]","[-0.0024411832270214984, 0.09727122115418008, -0.010153140873752797, -0.08467689705340568]",0.09727122115418008
"[0, 3, 4, 5]",4,"[219.554, 307.76, 325.43100000000004, 622.187]","[0.714, 1.24, 0.6, 0.099]","[5.6450982733999995, 5.5690179464, 5.5690179464, 3.5338217767999995]","[3.0, 7.0, 7.0, 3.0]","[0.0210232170736204, 0.048146088519552654, 0.02203148787416137, -0.09120079346733442]",0.09120079346733442
"[1, 2, 3, 4]",4,"[289.48400000000004, 291.139, 307.76, 325.43100000000004]","[1.66, 2.42, 1.24, 0.6]","[6.0419408962, 6.017596183399999, 5.5690179464, 5.5690179464]","[7.0, 9.0, 7.0, 7.0]","[0.019506555535125092, 0.0326693332098939, -0.03579583518260432, -0.016380053562414593]",0.03579583518260432
"[1, 2, 3, 5]",4,"[289.48400000000004, 291.139, 307.76, 622.187]","[1.66, 2.42, 1.24, 0.099]","[6.0419408962, 6.017596183399999, 5.5690179464, 3.5338217767999995]","[7.0, 9.0, 7.0, 3.0]","[0.03152428476625921, 0.05542287240959981, -0.02469540542135229, -0.06225175175450652]",0.06225175175450652
"[1, 2, 4, 5]",4,"[289.48400000000004, 291.139, 325.43100000000004, 622.187]","[1.66, 2.42, 0.6, 0.099]","[6.0419408962, 6.017596183399999, 5.5690179464, 3.5338217767999995]","[7.0, 9.0, 7.0, 3.0]","[0.032974352838026494, 0.057299863142512064, -0.015704230934043162, -0.07456998504649526]",0.07456998504649526
"[1, 3, 4, 5]",4,"[289.48400000000004, 307.76, 325.43100000000004, 622.187]","[1.66, 1.24, 0.6, 0.099]","[6.0419408962, 5.5690179464, 5.5690179464, 3.5338217767999995]","[7.0, 7.0, 7.0, 3.0]","[0.0764377923747096, 0.0030342742342128193, 0.0013884736653278218, -0.0808605402742501]",0.0808605402742501
"[2, 3, 4, 5]",4,"[291.139, 307.76, 325.43100000000004, 622.187]","[2.42, 1.24, 0.6, 0.099]","[6.017596183399999, 5.5690179464, 5.5690179464, 3.5338217767999995]","[9.0, 7.0, 7.0, 3.0]","[0.08410967732735863, -0.012667421010080337, -0.005796569170248234, -0.06564568714702981]",0.08410967732735863
"[0, 1, 2, 3, 4]",5,"[219.554, 289.48400000000004, 291.139, 307.76, 325.43100000000004]","[0.714, 1.66, 2.42, 1.24, 0.6]","[5.6450982733999995, 6.0419408962, 6.017596183399999, 5.5690179464, 5.5690179464]","[3.0, 7.0, 9.0, 7.0, 7.0]","[-0.007027707931458738, 0.019496993450869804, 0.03301557814149342, -0.031205384748992954, -0.014279478911911545]",0.03301557814149342
"[0, 1, 2, 3, 5]",5,"[219.554, 289.48400000000004, 291.139, 307.76, 622.187]","[0.714, 1.66, 2.42, 1.24, 0.099]","[5.6450982733999995, 6.0419408962, 6.017596183399999, 5.5690179464, 3.5338217767999995]","[3.0, 7.0, 9.0, 7.0, 3.0]","[-0.003839975763533468, 0.029833965923648564, 0.05258982377298799, -0.021620368494297354, -0.056963445438805646]",0.056963445438805646
"[0, 1, 2, 4, 5]",5,"[219.554, 289.48400000000004, 291.139, 325.43100000000004, 622.187]","[0.714, 1.66, 2.42, 0.6, 0.099]","[5.6450982733999995, 6.0419408962, 6.017596183399999, 5.5690179464, 3.5338217767999995]","[3.0, 7.0, 9.0, 7.0, 3.0]","[-0.005745171630038362, 0.03139234084016032, 0.054826490352726076, -0.013358211825728633, -0.06711544773711946]",0.06711544773711946
"[0, 1, 3, 4, 5]",5,"[219.554, 289.48400000000004, 307.76, 325.43100000000004, 622.187]","[0.714, 1.66, 1.24, 0.6, 0.099]","[5.6450982733999995, 6.0419408962, 5.5690179464, 5.5690179464, 3.5338217767999995]","[3.0, 7.0, 7.0, 7.0, 3.0]","[0.00442729590703253, 0.06639735325116192, 0.0009140623313311225, 0.00041827184280546215, -0.072156983332331]",0.072156983332331
"[0, 2, 3, 4, 5]",5,"[219.554, 291.139, 307.76, 325.43100000000004, 622.187]","[0.714, 2.42, 1.24, 0.6, 0.099]","[5.6450982733999995, 6.017596183399999, 5.5690179464, 5.5690179464, 3.5338217767999995]","[3.0, 9.0, 7.0, 7.0, 3.0]","[-0.0003353486962068414, 0.07678711088486567, -0.01143657918330826, -0.005233340097744732, -0.05978184290760572]",0.07678711088486567
"[1, 2, 3, 4, 5]",5,"[289.48400000000004, 291.139, 307.76, 325.43100000000004, 622.187]","[1.66, 2.42, 1.24, 0.6, 0.099]","[6.0419408962, 6.017596183399999, 5.5690179464, 5.5690179464, 3.5338217767999995]","[7.0, 9.0, 7.0, 7.0, 3.0]","[0.029947343051931863, 0.05297127486118958, -0.01941019937670871, -0.008882041830445789, -0.05462637670596705]",0.05462637670596705
"[0, 1, 2, 3, 4, 5]",6,"[219.554, 289.48400000000004, 291.139, 307.76, 325.43100000000004, 622.187]","[0.714, 1.66, 2.42, 1.24, 0.6, 0.099]","[5.6450982733999995, 6.0419408962, 6.017596183399999, 5.5690179464, 5.5690179464, 3.5338217767999995]","[3.0, 7.0, 9.0, 7.0, 7.0, 3.0]","[-0.0027941317504968644, 0.028333831237366297, 0.05020077603185902, -0.017310326260728287, -0.007921146968276227, -0.0505090022897239]",0.0505090022897239
