idx,n_lines,wl,A,E,g,delta_p,max_abs_delta_p
"[0, 1]",2,"[339.895, 347.425]","[0.635, 0.487]","[3.6465468723999996, 3.6465468723999996]","[17.0, 17.0]","[0.0, 1.1102230246251565e-16]",1.1102230246251565e-16
"[0, 2]",2,"[339.895, 389.09400000000005]","[0.635, 0.699]","[3.6465468723999996, 3.2644987829999996]","[17.0, 17.0]","[0.044152187512276564, -0.044152187512276564]",0.044152187512276564
"[1, 2]",2,"[347.425, 389.09400000000005]","[0.487, 0.699]","[3.6465468723999996, 3.2644987829999996]","[17.0, 17.0]","[0.04080024725677822, -0.04080024725677822]",0.04080024725677822
"[0, 1, 2]",3,"[339.895, 347.425, 389.09400000000005]","[0.635, 0.487, 0.699]","[3.6465468723999996, 3.6465468723999996, 3.2644987829999996]","[17.0, 17.0, 17.0]","[0.026243124950019237, 0.0196903979708071, -0.04593352292082631]",0.04593352292082631
