spectrum_name,Y,Eu,Lu,Er,Ho,Yb,La,Tm,Tb,Sm,Pr,Ce,Nd,Dy,Gd
03116_95_random,0.0000,0.9479,0.9528,0.0000,0.0000,0.8067,0.0000,0.0000,0.0000,0.0000,0.7626,0.0000,0.0000,0.0000,0.0000
03124_95_random,0.0000,0.9826,0.0000,0.0000,0.9698,0.0000,0.0000,0.9808,0.8865,0.9804,0.0000,0.0000,0.0000,0.0000,0.0000
03130_95_random,0.9826,0.0000,0.0000,0.0000,0.9477,0.9074,0.0000,0.8811,0.1100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03134_95_random,0.9858,0.0000,0.0000,0.9339,0.0000,0.7436,0.0000,0.0000,0.9925,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070036_95_random,0.9789,0.0000,0.0000,0.0175,0.8959,0.6579,0.0198,0.0000,0.0000,0.0000,0.4115,0.0000,0.0000,0.0000,0.0000
070099_95_random,0.0000,0.0000,0.8335,0.0000,0.0000,0.5388,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070101_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.8169,0.0000,0.8188,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070159_95_random,0.9765,0.0000,0.9904,0.0000,0.0000,0.0000,0.0000,0.9937,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070171_95_random,0.0000,0.9242,0.0000,0.0000,0.0000,0.4529,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07103_95_random,0.0000,0.0000,0.9301,0.8143,0.0000,0.7977,0.9501,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07105_95_random,0.9762,0.0000,0.0000,0.0000,0.9626,0.6294,0.9236,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07106_95_random,0.9788,0.0000,0.9521,0.9348,0.0000,0.7277,0.0000,0.9648,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07107_95_random,0.9746,0.0000,0.7722,0.0000,0.9707,0.6601,0.0000,0.9424,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07111_95_random,0.0000,0.0000,0.0000,0.9025,0.0000,0.2128,0.9266,0.8758,0.0000,0.9019,0.0000,0.0000,0.0000,0.0000,0.0000
07121_95_random,0.9797,0.9140,0.0000,0.0000,0.0000,0.9430,0.8489,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07122_95_random,0.9571,0.0000,0.8922,0.8722,0.9597,0.7339,0.0000,0.8212,0.0115,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07125_95_random,0.0000,0.0000,0.8595,0.0000,0.0000,0.0000,0.0000,0.4238,0.0000,0.0000,0.2553,0.0000,0.0000,0.0000,0.0000
07141_95_random,0.0000,0.7947,0.9294,0.0000,0.0000,0.0000,0.0000,0.0000,0.3465,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07145_95_random,0.6334,0.9225,0.9185,0.0000,0.0000,0.8515,0.0000,0.8347,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07405_95_random,0.0000,0.0000,0.0000,0.0000,0.4873,0.0000,0.0000,0.0000,0.9256,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07407_95_random,0.0000,0.9708,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07840_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.7857,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
