Spectrum Name,Detection Rate,False Detection Rate,False Detection Elements,Detection Limit
03116_95_random,0.6666666666666666,0.0,,0.4008288116656113
03124_95_random,1.0,0.2,Tb,0.0781731828688789
03130_95_random,0.5,0.2,Tb,0.0816888663169627
03134_95_random,0.8,0.0,,0.2097318614885783
070036_95_random,0.6666666666666666,0.0,,0.1331922168603647
070099_95_random,0.1111111111111111,0.5,Yb,0.5341615025588177
070101_95_random,0.18181818181818182,0.0,,0.8560251878794116
070159_95_random,0.42857142857142855,0.0,,0.8227362331446088
070171_95_random,0.2857142857142857,0.0,,0.3495257240898534
07103_95_random,0.6666666666666666,0.0,,0.10965532529854
07105_95_random,0.75,0.25,Yb,0.8083120782093385
07106_95_random,0.8333333333333334,0.0,,0.5396331377002411
07107_95_random,0.7142857142857143,0.0,,0.134733958927832
07111_95_random,0.6666666666666666,0.2,Yb,0.1232587740529035
07121_95_random,0.5,0.0,,0.1353819720742994
07122_95_random,0.7777777777777778,0.0,,0.0825569697545485
07125_95_random,1.0,0.0,,0.2560212344424362
07141_95_random,0.6666666666666666,0.3333333333333333,Eu,2.2005629121093406
07145_95_random,0.45454545454545453,0.0,,0.1095303354837708
07405_95_random,0.3333333333333333,0.0,,0.6728506586890699
07407_95_random,1.0,0.0,,5.000001899999987
07840_95_random,0.25,0.0,,0.022712010855409
