spectrum_name,Y,Eu,Lu,Er,Ho,Yb,La,Tm,Tb,Sm,Pr,Ce,Nd,Dy,Gd
03116_95_random,0.9875,0.9938,0.9760,0.9954,0.0000,0.5389,0.4415,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03124_95_random,0.9872,0.7427,0.9595,0.9193,0.9957,0.7172,0.0000,0.7533,0.4056,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03130_95_random,0.9805,0.5011,0.9785,0.8942,0.9282,0.7521,0.0000,0.9791,0.9217,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03134_95_random,0.9873,0.7187,0.9770,0.0000,0.9715,0.0000,0.9550,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070036_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9777,0.8478,0.0000,0.0000,0.0000,0.0000,0.0000
070099_95_random,0.9884,0.0000,0.0000,0.0000,0.0000,0.0000,0.5680,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070101_95_random,0.7981,0.9077,0.0000,0.0000,0.0000,0.0147,0.0000,0.4491,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070159_95_random,0.9912,0.0000,0.9465,0.0000,0.9570,0.9100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
070171_95_random,0.9825,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0112,0.9128,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07103_95_random,0.0000,0.9821,0.0000,0.8061,0.9931,0.7509,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07105_95_random,0.9817,0.0000,0.0000,0.0000,0.0000,0.8784,0.0000,0.9798,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07106_95_random,0.9837,0.0000,0.9489,0.0000,0.9106,0.7999,0.0000,0.0000,0.8940,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07107_95_random,0.0000,0.0000,0.9002,0.0000,0.9718,0.7621,0.0000,0.9330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07111_95_random,0.0000,0.0000,0.0000,0.9388,0.0000,0.5117,0.0000,0.0000,0.0000,0.0000,0.8051,0.0000,0.0000,0.0000,0.0000
07121_95_random,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9754,0.9761,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07122_95_random,0.0000,0.0000,0.0000,0.7308,0.9886,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07125_95_random,0.0000,0.8960,0.8223,0.0000,0.9591,0.0000,0.7759,0.8364,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07141_95_random,0.9734,0.0000,0.4856,0.8505,0.9233,0.7533,0.0000,0.0000,0.8908,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07145_95_random,0.8950,0.0000,0.8229,0.0000,0.0000,0.8517,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07405_95_random,0.0000,0.0000,0.0000,0.9211,0.0000,0.0000,0.8263,0.3442,0.0000,0.0000,0.7127,0.0000,0.0000,0.0000,0.0000
07407_95_random,0.0000,0.5166,0.7881,0.0000,0.0000,0.5940,0.0000,0.0000,0.0657,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07840_95_random,0.9881,0.0000,0.0000,0.0000,0.0000,0.5179,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
