Wavelength (nm),Sum(calc),Fe I (1.5e-1),Fe II (8.5e-1),Fe III (1.1e-4)
502.859,1.653e-15,2.622e-30,1.653e-15,1.808e-41
502.861,3.475e-15,2.622e-30,3.475e-15,1.808e-41
502.863,7.248e-15,2.622e-30,7.248e-15,1.808e-41
502.864,1.044e-14,2.622e-30,1.044e-14,1.808e-41
502.866,2.154e-14,2.622e-30,2.154e-14,1.808e-41
502.868,4.412e-14,2.622e-30,4.412e-14,1.808e-41
502.869,6.297e-14,2.622e-30,6.297e-14,1.809e-41
502.871,1.276e-13,2.622e-30,1.276e-13,1.809e-41
502.873,2.565e-13,2.622e-30,2.565e-13,1.809e-41
502.874,3.628e-13,2.622e-30,3.628e-13,1.809e-41
502.876,7.217e-13,2.622e-30,7.217e-13,1.809e-41
502.878,1.425e-12,2.622e-30,1.425e-12,1.809e-41
502.879,1.997e-12,2.622e-30,1.997e-12,1.809e-41
502.881,3.900e-12,2.622e-30,3.900e-12,1.809e-41
502.883,7.562e-12,2.622e-30,7.562e-12,1.809e-41
502.884,1.050e-11,2.622e-30,1.050e-11,1.809e-41
502.886,2.014e-11,2.622e-30,2.014e-11,1.809e-41
502.888,3.834e-11,2.622e-30,3.834e-11,1.809e-41
502.889,5.275e-11,2.622e-30,5.275e-11,1.809e-41
502.891,9.933e-11,2.622e-30,9.933e-11,1.809e-41
502.893,1.857e-10,2.622e-30,1.857e-10,1.809e-41
502.894,2.531e-10,2.622e-30,2.531e-10,1.809e-41
502.896,4.680e-10,2.622e-30,4.680e-10,1.809e-41
502.898,8.590e-10,2.622e-30,8.590e-10,1.809e-41
502.899,1.160e-9,2.622e-30,1.160e-9,1.809e-41
502.901,2.107e-9,2.622e-30,2.107e-9,1.809e-41
502.903,3.796e-9,2.622e-30,3.796e-9,1.809e-41
502.904,5.082e-9,2.622e-30,5.082e-9,1.809e-41
502.906,9.059e-9,2.622e-30,9.059e-9,1.810e-41
502.908,1.603e-8,2.622e-30,1.603e-8,1.810e-41
502.909,2.126e-8,2.622e-30,2.126e-8,1.810e-41
502.911,3.721e-8,2.622e-30,3.721e-8,1.810e-41
502.913,6.465e-8,2.622e-30,6.465e-8,1.810e-41
502.914,8.498e-8,2.622e-30,8.498e-8,1.810e-41
502.916,1.460e-7,2.622e-30,1.460e-7,1.810e-41
502.918,2.491e-7,2.622e-30,2.491e-7,1.810e-41
502.919,3.245e-7,2.622e-30,3.245e-7,1.810e-41
502.921,5.474e-7,2.622e-30,5.474e-7,1.810e-41
502.923,9.169e-7,2.622e-30,9.169e-7,1.810e-41
502.924,1.183e-6,2.622e-30,1.183e-6,1.810e-41
502.926,1.961e-6,2.622e-30,1.961e-6,1.810e-41
502.928,3.224e-6,2.621e-30,3.224e-6,1.810e-41
502.929,4.124e-6,2.621e-30,4.124e-6,1.810e-41
502.931,6.708e-6,2.621e-30,6.708e-6,1.810e-41
502.933,1.083e-5,2.621e-30,1.083e-5,1.810e-41
502.934,1.373e-5,2.621e-30,1.373e-5,1.810e-41
502.936,2.192e-5,2.621e-30,2.192e-5,1.810e-41
502.938,3.476e-5,2.621e-30,3.476e-5,1.810e-41
502.939,4.365e-5,2.621e-30,4.365e-5,1.810e-41
502.941,6.845e-5,2.621e-30,6.845e-5,1.811e-41
502.943,1.066e-4,2.621e-30,1.066e-4,1.811e-41
502.944,1.326e-4,2.621e-30,1.326e-4,1.811e-41
502.946,2.042e-4,2.621e-30,2.042e-4,1.811e-41
502.948,3.121e-4,2.621e-30,3.121e-4,1.811e-41
502.949,3.848e-4,2.621e-30,3.848e-4,1.811e-41
502.951,5.817e-4,2.621e-30,5.817e-4,1.811e-41
502.953,8.731e-4,2.621e-30,8.731e-4,1.811e-41
502.954,1.067e-3,2.621e-30,1.067e-3,1.811e-41
502.956,1.584e-3,2.621e-30,1.584e-3,1.811e-41
502.958,2.334e-3,2.621e-30,2.334e-3,1.811e-41
502.959,2.825e-3,2.621e-30,2.825e-3,1.811e-41
502.961,4.118e-3,2.621e-30,4.118e-3,1.811e-41
502.963,5.958e-3,2.621e-30,5.958e-3,1.811e-41
502.964,7.147e-3,2.621e-30,7.147e-3,1.811e-41
502.966,1.023e-2,2.621e-30,1.023e-2,1.811e-41
502.968,1.453e-2,2.621e-30,1.453e-2,1.811e-41
502.969,1.727e-2,2.621e-30,1.727e-2,1.811e-41
502.971,2.427e-2,2.621e-30,2.427e-2,1.811e-41
502.973,3.386e-2,2.621e-30,3.386e-2,1.811e-41
502.974,3.989e-2,2.621e-30,3.989e-2,1.811e-41
502.976,5.503e-2,2.621e-30,5.503e-2,1.811e-41
502.978,7.538e-2,2.621e-30,7.538e-2,1.812e-41
502.979,8.797e-2,2.621e-30,8.797e-2,1.812e-41
502.981,1.192e-1,2.621e-30,1.192e-1,1.812e-41
502.983,1.603e-1,2.621e-30,1.603e-1,1.812e-41
502.984,1.854e-1,2.621e-30,1.854e-1,1.812e-41
502.986,2.466e-1,2.621e-30,2.466e-1,1.812e-41
502.988,3.256e-1,2.621e-30,3.256e-1,1.812e-41
502.989,3.731e-1,2.621e-30,3.731e-1,1.812e-41
502.991,4.874e-1,2.621e-30,4.874e-1,1.812e-41
502.993,6.319e-1,2.621e-30,6.319e-1,1.812e-41
502.994,7.175e-1,2.621e-30,7.175e-1,1.812e-41
502.996,9.202e-1,2.621e-30,9.202e-1,1.812e-41
502.998,1.171e+0,2.621e-30,1.171e+0,1.812e-41
502.999,1.318e+0,2.621e-30,1.318e+0,1.812e-41
503.001,1.660e+0,2.621e-30,1.660e+0,1.812e-41
503.003,2.075e+0,2.621e-30,2.075e+0,1.812e-41
503.004,2.313e+0,2.621e-30,2.313e+0,1.812e-41
503.006,2.860e+0,2.621e-30,2.860e+0,1.812e-41
503.008,3.510e+0,2.621e-30,3.510e+0,1.812e-41
503.009,3.878e+0,2.621e-30,3.878e+0,1.812e-41
503.011,4.708e+0,2.621e-30,4.708e+0,1.812e-41
503.013,5.673e+0,2.621e-30,5.673e+0,1.812e-41
503.014,6.211e+0,2.621e-30,6.211e+0,1.813e-41
503.016,7.403e+0,2.621e-30,7.403e+0,1.813e-41
503.018,8.760e+0,2.621e-30,8.760e+0,1.813e-41
503.019,9.502e+0,2.621e-30,9.502e+0,1.813e-41
503.021,1.112e+1,2.621e-30,1.112e+1,1.813e-41
503.023,1.292e+1,2.621e-30,1.292e+1,1.813e-41
503.024,1.389e+1,2.621e-30,1.389e+1,1.813e-41
503.026,1.596e+1,2.621e-30,1.596e+1,1.813e-41
503.028,1.821e+1,2.621e-30,1.821e+1,1.813e-41
503.029,1.939e+1,2.621e-30,1.939e+1,1.813e-41
503.031,2.188e+1,2.621e-30,2.188e+1,1.813e-41
503.033,2.451e+1,2.621e-30,2.451e+1,1.813e-41
503.034,2.587e+1,2.620e-30,2.587e+1,1.813e-41
503.036,2.866e+1,2.620e-30,2.866e+1,1.813e-41
503.038,3.151e+1,2.620e-30,3.151e+1,1.813e-41
503.039,3.296e+1,2.620e-30,3.296e+1,1.813e-41
503.041,3.585e+1,2.620e-30,3.585e+1,1.813e-41
503.043,3.871e+1,2.620e-30,3.871e+1,1.813e-41
503.044,4.012e+1,2.620e-30,4.012e+1,1.813e-41
503.046,4.285e+1,2.620e-30,4.285e+1,1.813e-41
503.048,4.543e+1,2.620e-30,4.543e+1,1.813e-41
503.049,4.665e+1,2.620e-30,4.665e+1,1.813e-41
503.051,4.893e+1,2.620e-30,4.893e+1,1.814e-41
503.053,5.094e+1,2.620e-30,5.094e+1,1.814e-41
503.054,5.183e+1,2.620e-30,5.183e+1,1.814e-41
503.056,5.337e+1,2.620e-30,5.337e+1,1.814e-41
503.058,5.455e+1,2.620e-30,5.455e+1,1.814e-41
503.059,5.500e+1,2.620e-30,5.500e+1,1.814e-41
503.061,5.561e+1,2.620e-30,5.561e+1,1.814e-41
503.063,5.581e+1,2.620e-30,5.581e+1,1.814e-41
503.064,5.576e+1,2.620e-30,5.576e+1,1.814e-41
503.066,5.536e+1,2.620e-30,5.536e+1,1.814e-41
503.068,5.455e+1,2.620e-30,5.455e+1,1.814e-41
503.069,5.401e+1,2.620e-30,5.401e+1,1.814e-41
503.071,5.264e+1,2.620e-30,5.264e+1,1.814e-41
503.073,5.094e+1,2.620e-30,5.094e+1,1.814e-41
503.074,4.997e+1,2.620e-30,4.997e+1,1.814e-41
503.076,4.782e+1,2.620e-30,4.782e+1,1.814e-41
503.078,4.543e+1,2.620e-30,4.543e+1,1.814e-41
503.079,4.416e+1,2.620e-30,4.416e+1,1.814e-41
503.081,4.150e+1,2.620e-30,4.150e+1,1.814e-41
503.083,3.871e+1,2.620e-30,3.871e+1,1.814e-41
503.084,3.729e+1,2.620e-30,3.729e+1,1.814e-41
503.086,3.441e+1,2.620e-30,3.441e+1,1.815e-41
503.088,3.151e+1,2.620e-30,3.151e+1,1.815e-41
503.089,3.008e+1,2.620e-30,3.008e+1,1.815e-41
503.091,2.725e+1,2.620e-30,2.725e+1,1.815e-41
503.093,2.451e+1,2.620e-30,2.451e+1,1.815e-41
503.094,2.318e+1,2.620e-30,2.318e+1,1.815e-41
503.096,2.062e+1,2.620e-30,2.062e+1,1.815e-41
503.098,1.821e+1,2.620e-30,1.821e+1,1.815e-41
503.099,1.706e+1,2.620e-30,1.706e+1,1.815e-41
503.101,1.490e+1,2.620e-30,1.490e+1,1.815e-41
503.103,1.292e+1,2.620e-30,1.292e+1,1.815e-41
503.104,1.200e+1,2.620e-30,1.200e+1,1.815e-41
503.106,1.029e+1,2.620e-30,1.029e+1,1.815e-41
503.108,8.760e+0,2.620e-30,8.760e+0,1.815e-41
503.109,8.060e+0,2.620e-30,8.060e+0,1.815e-41
503.111,6.787e+0,2.620e-30,6.787e+0,1.815e-41
503.113,5.673e+0,2.620e-30,5.673e+0,1.815e-41
503.114,5.173e+0,2.620e-30,5.173e+0,1.815e-41
503.116,4.277e+0,2.620e-30,4.277e+0,1.815e-41
503.118,3.510e+0,2.620e-30,3.510e+0,1.815e-41
503.119,3.171e+0,2.620e-30,3.171e+0,1.815e-41
503.121,2.574e+0,2.620e-30,2.574e+0,1.815e-41
503.123,2.075e+0,2.620e-30,2.075e+0,1.816e-41
503.124,1.857e+0,2.620e-30,1.857e+0,1.816e-41
503.126,1.480e+0,2.620e-30,1.480e+0,1.816e-41
503.128,1.171e+0,2.620e-30,1.171e+0,1.816e-41
503.129,1.039e+0,2.620e-30,1.039e+0,1.816e-41
503.131,8.133e-1,2.620e-30,8.133e-1,1.816e-41
503.133,6.319e-1,2.620e-30,6.319e-1,1.816e-41
503.134,5.554e-1,2.620e-30,5.554e-1,1.816e-41
503.136,4.268e-1,2.620e-30,4.268e-1,1.816e-41
503.138,3.256e-1,2.620e-30,3.256e-1,1.816e-41
503.139,2.836e-1,2.620e-30,2.836e-1,1.816e-41
503.141,2.140e-1,2.619e-30,2.140e-1,1.816e-41
503.143,1.603e-1,2.619e-30,1.603e-1,1.816e-41
503.144,1.384e-1,2.619e-30,1.384e-1,1.816e-41
503.146,1.025e-1,2.619e-30,1.025e-1,1.816e-41
503.148,7.540e-2,2.619e-30,7.540e-2,1.816e-41
503.149,6.450e-2,2.619e-30,6.450e-2,1.816e-41
503.151,4.695e-2,2.619e-30,4.695e-2,1.816e-41
503.153,3.394e-2,2.619e-30,3.394e-2,1.816e-41
503.154,2.880e-2,2.619e-30,2.880e-2,1.816e-41
503.156,2.065e-2,2.619e-30,2.065e-2,1.816e-41
503.158,1.476e-2,2.619e-30,1.476e-2,1.817e-41
503.159,1.249e-2,2.619e-30,1.249e-2,1.817e-41
503.161,8.981e-3,2.619e-30,8.981e-3,1.817e-41
503.163,6.586e-3,2.619e-30,6.586e-3,1.817e-41
503.164,5.720e-3,2.619e-30,5.720e-3,1.817e-41
503.166,4.533e-3,2.619e-30,4.533e-3,1.817e-41
503.168,3.964e-3,2.619e-30,3.964e-3,1.817e-41
503.169,3.887e-3,2.619e-30,3.887e-3,1.817e-41
503.171,4.130e-3,2.619e-30,4.130e-3,1.817e-41
503.173,4.921e-3,2.619e-30,4.921e-3,1.817e-41
503.174,5.542e-3,2.619e-30,5.542e-3,1.817e-41
503.176,7.307e-3,2.619e-30,7.307e-3,1.817e-41
503.178,9.912e-3,2.619e-30,9.912e-3,1.817e-41
503.179,1.160e-2,2.619e-30,1.160e-2,1.817e-41
503.181,1.593e-2,2.619e-30,1.593e-2,1.817e-41
503.183,2.186e-2,2.619e-30,2.186e-2,1.817e-41
503.184,2.556e-2,2.619e-30,2.556e-2,1.817e-41
503.186,3.481e-2,2.619e-30,3.481e-2,1.817e-41
503.188,4.711e-2,2.619e-30,4.711e-2,1.817e-41
503.189,5.466e-2,2.619e-30,5.466e-2,1.817e-41
503.191,7.321e-2,2.619e-30,7.321e-2,1.817e-41
503.193,9.734e-2,2.619e-30,9.734e-2,1.817e-41
503.194,1.119e-1,2.619e-30,1.119e-1,1.817e-41
503.196,1.472e-1,2.619e-30,1.472e-1,1.818e-41
503.198,1.923e-1,2.619e-30,1.923e-1,1.818e-41
503.199,2.191e-1,2.619e-30,2.191e-1,1.818e-41
503.201,2.830e-1,2.619e-30,2.830e-1,1.818e-41
503.203,3.628e-1,2.619e-30,3.628e-1,1.818e-41
503.204,4.097e-1,2.619e-30,4.097e-1,1.818e-41
503.206,5.196e-1,2.619e-30,5.196e-1,1.818e-41
503.208,6.541e-1,2.619e-30,6.541e-1,1.818e-41
503.209,7.319e-1,2.619e-30,7.319e-1,1.818e-41
503.211,9.114e-1,2.619e-30,9.114e-1,1.818e-41
503.213,1.127e+0,2.619e-30,1.127e+0,1.818e-41
503.214,1.249e+0,2.619e-30,1.249e+0,1.818e-41
503.216,1.527e+0,2.619e-30,1.527e+0,1.818e-41
503.218,1.854e+0,2.619e-30,1.854e+0,1.818e-41
503.219,2.037e+0,2.619e-30,2.037e+0,1.818e-41
503.221,2.445e+0,2.619e-30,2.445e+0,1.818e-41
503.223,2.914e+0,2.619e-30,2.914e+0,1.818e-41
503.224,3.172e+0,2.619e-30,3.172e+0,1.818e-41
503.226,3.740e+0,2.619e-30,3.740e+0,1.818e-41
503.228,4.376e+0,2.619e-30,4.376e+0,1.818e-41
503.229,4.721e+0,2.619e-30,4.721e+0,1.818e-41
503.231,5.464e+0,2.619e-30,5.464e+0,1.819e-41
503.233,6.278e+0,2.619e-30,6.278e+0,1.819e-41
503.234,6.711e+0,2.619e-30,6.711e+0,1.819e-41
503.236,7.627e+0,2.619e-30,7.627e+0,1.819e-41
503.238,8.605e+0,2.619e-30,8.605e+0,1.819e-41
503.239,9.115e+0,2.619e-30,9.115e+0,1.819e-41
503.241,1.017e+1,2.619e-30,1.017e+1,1.819e-41
503.243,1.127e+1,2.619e-30,1.127e+1,1.819e-41
503.244,1.183e+1,2.619e-30,1.183e+1,1.819e-41
503.246,1.296e+1,2.619e-30,1.296e+1,1.819e-41
503.248,1.409e+1,2.618e-30,1.409e+1,1.819e-41
503.249,1.466e+1,2.618e-30,1.466e+1,1.819e-41
503.251,1.577e+1,2.618e-30,1.577e+1,1.819e-41
503.253,1.684e+1,2.618e-30,1.684e+1,1.819e-41
503.254,1.736e+1,2.618e-30,1.736e+1,1.819e-41
503.256,1.834e+1,2.618e-30,1.834e+1,1.819e-41
503.258,1.923e+1,2.618e-30,1.923e+1,1.819e-41
503.259,1.964e+1,2.618e-30,1.964e+1,1.819e-41
503.261,2.037e+1,2.618e-30,2.037e+1,1.819e-41
503.263,2.097e+1,2.618e-30,2.097e+1,1.819e-41
503.264,2.122e+1,2.618e-30,2.122e+1,1.819e-41
503.266,2.161e+1,2.618e-30,2.161e+1,1.819e-41
503.268,2.185e+1,2.618e-30,2.185e+1,1.820e-41
503.269,2.191e+1,2.618e-30,2.191e+1,1.820e-41
503.271,2.191e+1,2.618e-30,2.191e+1,1.820e-41
503.273,2.175e+1,2.618e-30,2.175e+1,1.820e-41
503.274,2.161e+1,2.618e-30,2.161e+1,1.820e-41
503.276,2.122e+1,2.618e-30,2.122e+1,1.820e-41
503.278,2.069e+1,2.618e-30,2.069e+1,1.820e-41
503.279,2.037e+1,2.618e-30,2.037e+1,1.820e-41
503.281,1.964e+1,2.618e-30,1.964e+1,1.820e-41
503.283,1.879e+1,2.618e-30,1.879e+1,1.820e-41
503.284,1.834e+1,2.618e-30,1.834e+1,1.820e-41
503.286,1.736e+1,2.618e-30,1.736e+1,1.820e-41
503.288,1.631e+1,2.618e-30,1.631e+1,1.820e-41
503.289,1.577e+1,2.618e-30,1.577e+1,1.820e-41
503.291,1.466e+1,2.618e-30,1.466e+1,1.820e-41
503.293,1.353e+1,2.618e-30,1.353e+1,1.820e-41
503.294,1.296e+1,2.618e-30,1.296e+1,1.820e-41
503.296,1.183e+1,2.618e-30,1.183e+1,1.820e-41
503.298,1.071e+1,2.618e-30,1.071e+1,1.820e-41
503.299,1.017e+1,2.618e-30,1.017e+1,1.820e-41
503.301,9.115e+0,2.618e-30,9.115e+0,1.820e-41
503.303,8.109e+0,2.618e-30,8.109e+0,1.821e-41
503.304,7.627e+0,2.618e-30,7.627e+0,1.821e-41
503.306,6.711e+0,2.618e-30,6.711e+0,1.821e-41
503.308,5.862e+0,2.618e-30,5.862e+0,1.821e-41
503.309,5.464e+0,2.618e-30,5.464e+0,1.821e-41
503.311,4.721e+0,2.618e-30,4.721e+0,1.821e-41
503.313,4.049e+0,2.618e-30,4.049e+0,1.821e-41
503.314,3.740e+0,2.618e-30,3.740e+0,1.821e-41
503.316,3.172e+0,2.618e-30,3.172e+0,1.821e-41
503.318,2.672e+0,2.618e-30,2.672e+0,1.821e-41
503.319,2.445e+0,2.618e-30,2.445e+0,1.821e-41
503.321,2.037e+0,2.618e-30,2.037e+0,1.821e-41
503.323,1.684e+0,2.618e-30,1.684e+0,1.821e-41
503.324,1.527e+0,2.618e-30,1.527e+0,1.821e-41
503.326,1.249e+0,2.618e-30,1.249e+0,1.821e-41
503.328,1.014e+0,2.618e-30,1.014e+0,1.821e-41
503.329,9.114e-1,2.618e-30,9.114e-1,1.821e-41
503.331,7.319e-1,2.618e-30,7.319e-1,1.821e-41
503.333,5.835e-1,2.618e-30,5.835e-1,1.821e-41
503.334,5.196e-1,2.618e-30,5.196e-1,1.821e-41
503.336,4.097e-1,2.618e-30,4.097e-1,1.821e-41
503.338,3.207e-1,2.618e-30,3.207e-1,1.821e-41
503.339,2.830e-1,2.618e-30,2.830e-1,1.822e-41
503.341,2.191e-1,2.618e-30,2.191e-1,1.822e-41
503.343,1.684e-1,2.618e-30,1.684e-1,1.822e-41
503.344,1.472e-1,2.618e-30,1.472e-1,1.822e-41
503.346,1.119e-1,2.618e-30,1.119e-1,1.822e-41
503.348,8.448e-2,2.618e-30,8.448e-2,1.822e-41
503.349,7.319e-2,2.618e-30,7.319e-2,1.822e-41
503.351,5.463e-2,2.618e-30,5.463e-2,1.822e-41
503.353,4.049e-2,2.618e-30,4.049e-2,1.822e-41
503.354,3.476e-2,2.617e-30,3.476e-2,1.822e-41
503.356,2.547e-2,2.617e-30,2.547e-2,1.822e-41
503.358,1.854e-2,2.617e-30,1.854e-2,1.822e-41
503.359,1.577e-2,2.617e-30,1.577e-2,1.822e-41
503.361,1.135e-2,2.617e-30,1.135e-2,1.822e-41
503.363,8.107e-3,2.617e-30,8.107e-3,1.822e-41
503.364,6.834e-3,2.617e-30,6.834e-3,1.822e-41
503.366,4.829e-3,2.617e-30,4.829e-3,1.822e-41
503.368,3.388e-3,2.617e-30,3.388e-3,1.822e-41
503.369,2.830e-3,2.617e-30,2.830e-3,1.822e-41
503.371,1.963e-3,2.617e-30,1.963e-3,1.822e-41
503.373,1.352e-3,2.617e-30,1.352e-3,1.822e-41
503.374,1.119e-3,2.617e-30,1.119e-3,1.822e-41
503.376,7.625e-4,2.617e-30,7.625e-4,1.823e-41
503.378,5.157e-4,2.617e-30,5.157e-4,1.823e-41
503.379,4.230e-4,2.617e-30,4.230e-4,1.823e-41
503.381,2.829e-4,2.617e-30,2.829e-4,1.823e-41
503.383,1.879e-4,2.617e-30,1.879e-4,1.823e-41
503.384,1.527e-4,2.617e-30,1.527e-4,1.823e-41
503.386,1.003e-4,2.617e-30,1.003e-4,1.823e-41
503.388,6.540e-5,2.617e-30,6.540e-5,1.823e-41
503.389,5.266e-5,2.617e-30,5.266e-5,1.823e-41
503.391,3.396e-5,2.617e-30,3.396e-5,1.823e-41
503.393,2.175e-5,2.617e-30,2.175e-5,1.823e-41
503.394,1.735e-5,2.617e-30,1.735e-5,1.823e-41
503.396,1.099e-5,2.617e-30,1.099e-5,1.823e-41
503.398,6.908e-6,2.617e-30,6.908e-6,1.823e-41
503.399,5.462e-6,2.617e-30,5.462e-6,1.823e-41
503.401,3.397e-6,2.617e-30,3.397e-6,1.823e-41
503.403,2.097e-6,2.617e-30,2.097e-6,1.823e-41
503.404,1.644e-6,2.617e-30,1.644e-6,1.823e-41
503.406,1.005e-6,2.617e-30,1.005e-6,1.823e-41
503.408,6.113e-7,2.617e-30,6.113e-7,1.823e-41
503.409,4.766e-7,2.617e-30,4.766e-7,1.823e-41
503.411,2.914e-7,2.617e-30,2.914e-7,1.823e-41
503.413,1.834e-7,2.617e-30,1.834e-7,1.824e-41
503.414,1.496e-7,2.617e-30,1.496e-7,1.824e-41
503.416,1.116e-7,2.617e-30,1.116e-7,1.824e-41
503.418,1.063e-7,2.617e-30,1.063e-7,1.824e-41
503.419,1.154e-7,2.617e-30,1.154e-7,1.824e-41
503.421,1.605e-7,2.617e-30,1.605e-7,1.824e-41
503.423,2.531e-7,2.617e-30,2.531e-7,1.824e-41
503.424,3.245e-7,2.617e-30,3.245e-7,1.824e-41
503.426,5.414e-7,2.617e-30,5.414e-7,1.824e-41
503.428,9.070e-7,2.617e-30,9.070e-7,1.824e-41
503.429,1.173e-6,2.617e-30,1.173e-6,1.824e-41
503.431,1.953e-6,2.617e-30,1.953e-6,1.824e-41
503.433,3.231e-6,2.617e-30,3.231e-6,1.824e-41
503.434,4.145e-6,2.617e-30,4.145e-6,1.824e-41
503.436,6.784e-6,2.617e-30,6.784e-6,1.824e-41
503.438,1.102e-5,2.617e-30,1.102e-5,1.824e-41
503.439,1.402e-5,2.617e-30,1.402e-5,1.824e-41
503.441,2.253e-5,2.617e-30,2.253e-5,1.824e-41
503.443,3.595e-5,2.617e-30,3.595e-5,1.824e-41
503.444,4.528e-5,2.617e-30,4.528e-5,1.824e-41
503.446,7.147e-5,2.617e-30,7.147e-5,1.824e-41
503.448,1.120e-4,2.617e-30,1.120e-4,1.825e-41
503.449,1.398e-4,2.617e-30,1.398e-4,1.825e-41
503.451,2.166e-4,2.617e-30,2.166e-4,1.825e-41
503.453,3.333e-4,2.617e-30,3.333e-4,1.825e-41
503.454,4.122e-4,2.617e-30,4.122e-4,1.825e-41
503.456,6.273e-4,2.617e-30,6.273e-4,1.825e-41
503.458,9.476e-4,2.617e-30,9.476e-4,1.825e-41
503.459,1.161e-3,2.617e-30,1.161e-3,1.825e-41
503.461,1.735e-3,2.616e-30,1.735e-3,1.825e-41
503.463,2.574e-3,2.616e-30,2.574e-3,1.825e-41
503.464,3.127e-3,2.616e-30,3.127e-3,1.825e-41
503.466,4.587e-3,2.616e-30,4.587e-3,1.825e-41
503.468,6.681e-3,2.616e-30,6.681e-3,1.825e-41
503.469,8.041e-3,2.616e-30,8.041e-3,1.825e-41
503.471,1.158e-2,2.616e-30,1.158e-2,1.825e-41
503.473,1.657e-2,2.616e-30,1.657e-2,1.825e-41
503.474,1.976e-2,2.616e-30,1.976e-2,1.825e-41
503.476,2.795e-2,2.616e-30,2.795e-2,1.825e-41
503.478,3.924e-2,2.616e-30,3.924e-2,1.825e-41
503.479,4.638e-2,2.616e-30,4.638e-2,1.825e-41
503.481,6.442e-2,2.616e-30,6.442e-2,1.825e-41
503.483,8.882e-2,2.616e-30,8.882e-2,1.825e-41
503.484,1.040e-1,2.616e-30,1.040e-1,1.826e-41
503.486,1.419e-1,2.616e-30,1.419e-1,1.826e-41
503.488,1.921e-1,2.616e-30,1.921e-1,1.826e-41
503.489,2.229e-1,2.616e-30,2.229e-1,1.826e-41
503.491,2.985e-1,2.616e-30,2.985e-1,1.826e-41
503.493,3.968e-1,2.616e-30,3.968e-1,1.826e-41
503.494,4.563e-1,2.616e-30,4.563e-1,1.826e-41
503.496,6.000e-1,2.616e-30,6.000e-1,1.826e-41
503.498,7.832e-1,2.616e-30,7.832e-1,1.826e-41
503.499,8.924e-1,2.616e-30,8.924e-1,1.826e-41
503.501,1.152e+0,2.616e-30,1.152e+0,1.826e-41
503.503,1.477e+0,2.616e-30,1.477e+0,1.826e-41
503.504,1.667e+0,2.616e-30,1.667e+0,1.826e-41
503.506,2.114e+0,2.616e-30,2.114e+0,1.826e-41
503.508,2.661e+0,2.616e-30,2.661e+0,1.826e-41
503.509,2.977e+0,2.616e-30,2.977e+0,1.826e-41
503.511,3.706e+0,2.616e-30,3.706e+0,1.826e-41
503.513,4.580e+0,2.616e-30,4.580e+0,1.826e-41
503.514,5.077e+0,2.616e-30,5.077e+0,1.826e-41
503.516,6.206e+0,2.616e-30,6.206e+0,1.826e-41
503.518,7.531e+0,2.616e-30,7.531e+0,1.826e-41
503.519,8.273e+0,2.616e-30,8.273e+0,1.826e-41
503.521,9.930e+0,2.616e-30,9.930e+0,1.827e-41
503.523,1.183e+1,2.616e-30,1.183e+1,1.827e-41
503.524,1.288e+1,2.616e-30,1.288e+1,1.827e-41
503.526,1.518e+1,2.616e-30,1.518e+1,1.827e-41
503.528,1.776e+1,2.616e-30,1.776e+1,1.827e-41
503.529,1.916e+1,2.616e-30,1.916e+1,1.827e-41
503.531,2.217e+1,2.616e-30,2.217e+1,1.827e-41
503.533,2.547e+1,2.616e-30,2.547e+1,1.827e-41
503.534,2.722e+1,2.616e-30,2.722e+1,1.827e-41
503.536,3.093e+1,2.616e-30,3.093e+1,1.827e-41
503.538,3.489e+1,2.616e-30,3.489e+1,1.827e-41
503.539,3.696e+1,2.616e-30,3.696e+1,1.827e-41
503.541,4.123e+1,2.616e-30,4.123e+1,1.827e-41
503.543,4.567e+1,2.616e-30,4.567e+1,1.827e-41
503.544,4.794e+1,2.616e-30,4.794e+1,1.827e-41
503.546,5.252e+1,2.616e-30,5.252e+1,1.827e-41
503.548,5.712e+1,2.616e-30,5.712e+1,1.827e-41
503.549,5.940e+1,2.616e-30,5.940e+1,1.827e-41
503.551,6.390e+1,2.616e-30,6.390e+1,1.827e-41
503.553,6.824e+1,2.616e-30,6.824e+1,1.827e-41
503.554,7.033e+1,2.616e-30,7.033e+1,1.827e-41
503.556,7.429e+1,2.616e-30,7.429e+1,1.828e-41
503.558,7.790e+1,2.616e-30,7.790e+1,1.828e-41
503.559,7.955e+1,2.616e-30,7.955e+1,1.828e-41
503.561,8.251e+1,2.616e-30,8.251e+1,1.828e-41
503.563,8.495e+1,2.616e-30,8.495e+1,1.828e-41
503.564,8.597e+1,2.616e-30,8.597e+1,1.828e-41
503.566,8.755e+1,2.616e-30,8.755e+1,1.828e-41
503.568,8.852e+1,2.615e-30,8.852e+1,1.828e-41
503.569,8.876e+1,2.615e-30,8.876e+1,1.828e-41
503.571,8.876e+1,2.615e-30,8.876e+1,1.828e-41
503.573,8.811e+1,2.615e-30,8.811e+1,1.828e-41
503.574,8.755e+1,2.615e-30,8.755e+1,1.828e-41
503.576,8.597e+1,2.615e-30,8.597e+1,1.828e-41
503.578,8.380e+1,2.615e-30,8.380e+1,1.828e-41
503.579,8.251e+1,2.615e-30,8.251e+1,1.828e-41
503.581,7.955e+1,2.615e-30,7.955e+1,1.828e-41
503.583,7.614e+1,2.615e-30,7.614e+1,1.828e-41
